rotation_speed(°/s),steps,waiting_time(s)
19.23203,100,0.00388
19.42476,100,0.00384
19.63534,100,0.0038
19.83923,100,0.00376
20.04885,100,0.00372
20.25975,100,0.00368
20.47945,100,0.00364
20.70303,100,0.0036
20.93016,100,0.00356
21.15638,100,0.00352
21.40364,100,0.00348
21.66022,100,0.00344
21.9033,100,0.0034
22.15976,100,0.00336
22.41381,100,0.00332
22.68551,100,0.00328
22.95401,100,0.00324
23.24384,100,0.0032
23.53498,100,0.00316
23.82306,100,0.00312
24.13517,100,0.00308
24.44941,100,0.00304
24.76518,100,0.003
25.08574,100,0.00296
25.41593,100,0.00292
25.77488,100,0.00288
26.13454,100,0.00284
26.48707,100,0.0028
26.88642,100,0.00276
27.24621,100,0.00272
27.65929,100,0.00268
28.08294,100,0.00264
28.4959,100,0.0026
28.92052,100,0.00256
29.37578,100,0.00252
29.83467,100,0.00248
30.28861,100,0.00244
30.79606,100,0.0024
31.32266,100,0.00236
31.8428,100,0.00232
32.37928,100,0.00228
32.95081,100,0.00224
33.5468,100,0.0022
34.12431,100,0.00216
34.77762,100,0.00212
35.41122,100,0.00208
36.07849,100,0.00204
36.80565,100,0.002
37.50864,100,0.00196
38.27664,100,0.00192
39.06416,100,0.00188
39.90095,100,0.00184
40.76138,100,0.0018
41.67551,100,0.00176
42.5615,100,0.00172
43.60548,100,0.00168
44.60308,100,0.00164
45.67079,100,0.0016
46.83917,100,0.00156
47.99175,100,0.00152
49.25185,100,0.00148
50.56413,100,0.00144
51.96587,100,0.0014
53.46069,100,0.00136
54.97996,100,0.00132
56.66456,100,0.00128
58.38602,100,0.00124
60.29135,100,0.0012
62.30387,100,0.00116
64.39127,100,0.00112
66.68329,100,0.00108
69.11827,100,0.00104
71.71915,100,0.001
74.55025,100,0.00096
77.64246,100,0.00092
80.98773,100,0.00088
84.54784,100,0.00084
88.46045,100,0.0008
92.8192,100,0.00076
97.53697,100,0.00072
102.6396,100,0.0006799999
108.8139,100,0.00064
114.7365,100,0.0006
